ServiceNo,Operator,Direction,StopSequence,BusStopCode
10,SBST,1,1,75009
10,SBST,1,2,76059
10,SBST,1,3,76069
10,SBST,1,4,96289
10,SBST,1,5,96109
10,SBST,1,6,85079
10,SBST,1,7,85089
10,SBST,1,8,85069
10,SBST,1,9,85059
10,SBST,1,10,85049
10,SBST,1,11,85039
10,SBST,1,12,85029
10,SBST,1,13,85019
10,SBST,1,14,94079
10,SBST,1,15,94069
10,SBST,1,16,94059
10,SBST,1,17,94049
10,SBST,1,18,94089
10,SBST,1,19,94039
10,SBST,1,20,94029
10,SBST,1,21,94019
10,SBST,1,22,93099
10,SBST,1,23,93089
10,SBST,1,24,93079
10,SBST,1,25,93069
10,SBST,1,26,93059
10,SBST,1,27,92159
10,SBST,1,28,92149
10,SBST,1,29,92139
10,SBST,1,30,92129
10,SBST,1,31,92119
10,SBST,1,32,92109
10,SBST,1,33,92099
10,SBST,1,34,92161
10,SBST,1,35,82071
10,SBST,1,36,81199
10,SBST,1,37,81189
10,SBST,1,38,81179
10,SBST,1,39,80141
10,SBST,1,40,80219
10,SBST,1,41,80169
10,SBST,1,42,80159
10,SBST,1,43,02119
10,SBST,1,44,03019
10,SBST,1,45,03059
10,SBST,1,46,03129
10,SBST,1,47,03217
10,SBST,1,48,05649
10,SBST,1,49,14061
10,SBST,1,50,14071
10,SBST,1,51,14081
10,SBST,1,52,14101
10,SBST,1,53,14141
10,SBST,1,54,14121
10,SBST,1,55,14131
10,SBST,1,56,14151
10,SBST,1,57,14161
10,SBST,1,58,14171
10,SBST,1,59,15141
10,SBST,1,60,15151
10,SBST,1,61,15161
10,SBST,1,62,15191
10,SBST,1,63,15201
10,SBST,1,64,15221
10,SBST,1,65,16201
10,SBST,1,66,16011
10,SBST,1,67,16021
10,SBST,1,68,16031
10,SBST,1,69,16041
10,SBST,1,70,16051
10,SBST,1,71,16061
10,SBST,1,72,16071
10,SBST,1,73,16081
10,SBST,1,74,16009
10,SBST,2,1,16009
10,SBST,2,2,16089
10,SBST,2,3,16079
10,SBST,2,4,16069
10,SBST,2,5,16059
10,SBST,2,6,16049
10,SBST,2,7,16039
10,SBST,2,8,16029
10,SBST,2,9,16019
10,SBST,2,10,16209
10,SBST,2,11,15229
10,SBST,2,12,15219
10,SBST,2,13,15209
10,SBST,2,14,15199
10,SBST,2,15,15169
10,SBST,2,16,15159
10,SBST,2,17,15149
10,SBST,2,18,14189
10,SBST,2,19,14179
10,SBST,2,20,14169
10,SBST,2,21,14159
10,SBST,2,22,14139
10,SBST,2,23,14129
10,SBST,2,24,14119
10,SBST,2,25,14109
10,SBST,2,26,14089
10,SBST,2,27,14069
10,SBST,2,28,05641
10,SBST,2,29,03222
10,SBST,2,30,03111
10,SBST,2,31,03071
10,SBST,2,32,03031
10,SBST,2,33,03011
10,SBST,2,34,02111
10,SBST,2,35,80151
10,SBST,2,36,80161
10,SBST,2,37,80211
10,SBST,2,38,80149
10,SBST,2,39,81171
10,SBST,2,40,81181
10,SBST,2,41,81191
10,SBST,2,42,82079
10,SBST,2,43,92169
10,SBST,2,44,92091
10,SBST,2,45,92101
10,SBST,2,46,92111
10,SBST,2,47,92121
10,SBST,2,48,92131
10,SBST,2,49,92141
10,SBST,2,50,92151
10,SBST,2,51,93051
10,SBST,2,52,93061
10,SBST,2,53,93071
10,SBST,2,54,93081
10,SBST,2,55,93091
10,SBST,2,56,94011
10,SBST,2,57,94021
10,SBST,2,58,94031
10,SBST,2,59,94041
10,SBST,2,60,94051
10,SBST,2,61,94061
10,SBST,2,62,94071
10,SBST,2,63,85021
10,SBST,2,64,85031
10,SBST,2,65,85041
10,SBST,2,66,85051
10,SBST,2,67,85061
10,SBST,2,68,85081
10,SBST,2,69,85071
10,SBST,2,70,96101
10,SBST,2,71,96281
10,SBST,2,72,76061
10,SBST,2,73,76051
10,SBST,2,74,75009
100,SBST,1,1,66009
100,SBST,1,2,62129
100,SBST,1,3,62119
100,SBST,1,4,61049
100,SBST,1,5,61039
100,SBST,1,6,70069
100,SBST,1,7,70059
100,SBST,1,8,70049
100,SBST,1,9,70039
100,SBST,1,10,70029
100,SBST,1,11,70019
100,SBST,1,12,81099
100,SBST,1,13,81089
100,SBST,1,14,80089
100,SBST,1,15,80069
100,SBST,1,16,80049
100,SBST,1,17,80039
100,SBST,1,18,80029
100,SBST,1,19,01339
100,SBST,1,20,01349
100,SBST,1,21,01429
100,SBST,1,22,01419
100,SBST,1,23,01529
100,SBST,1,24,01519
100,SBST,1,25,01629
100,SBST,1,26,01619
100,SBST,1,27,02029
100,SBST,1,28,03019
100,SBST,1,29,03059
100,SBST,1,30,03129
100,SBST,1,31,03217
100,SBST,1,32,05649
100,SBST,1,33,14061
100,SBST,1,34,14071
100,SBST,1,35,14081
100,SBST,1,36,14101
100,SBST,1,37,14141
100,SBST,1,38,14121
100,SBST,1,39,14131
100,SBST,1,40,14151
100,SBST,1,41,14161
100,SBST,1,42,14171
100,SBST,1,43,15041
100,SBST,1,44,15051
100,SBST,1,45,18011
100,SBST,1,46,11511
100,SBST,1,47,11021
100,SBST,1,48,11031
100,SBST,1,49,11041
100,SBST,1,50,11051
100,SBST,1,51,11161
100,SBST,1,52,11171
100,SBST,1,53,11181
100,SBST,1,54,11351
100,SBST,1,55,11009
100,SBST,2,1,11009
100,SBST,2,2,11359
100,SBST,2,3,11189
100,SBST,2,4,11179
100,SBST,2,5,11169
100,SBST,2,6,11059
100,SBST,2,7,11049
100,SBST,2,8,11039
100,SBST,2,9,11029
100,SBST,2,10,11519
100,SBST,2,11,18019
100,SBST,2,12,15059
100,SBST,2,13,15049
100,SBST,2,14,14189
100,SBST,2,15,14179
100,SBST,2,16,14169
100,SBST,2,17,14159
100,SBST,2,18,14139
100,SBST,2,19,14129
100,SBST,2,20,14119
100,SBST,2,21,14109
100,SBST,2,22,14089
100,SBST,2,23,14069
100,SBST,2,24,05641
100,SBST,2,25,03222
100,SBST,2,26,03111
100,SBST,2,27,03031
100,SBST,2,28,03011
100,SBST,2,29,02111
100,SBST,2,30,01611
100,SBST,2,31,01621
100,SBST,2,32,01511
100,SBST,2,33,01521
100,SBST,2,34,01411
100,SBST,2,35,01421
100,SBST,2,36,01341
100,SBST,2,37,80011
100,SBST,2,38,80031
100,SBST,2,39,80051
100,SBST,2,40,80071
100,SBST,2,41,80091
100,SBST,2,42,81081
100,SBST,2,43,81091
100,SBST,2,44,70011
100,SBST,2,45,70021
100,SBST,2,46,70031
100,SBST,2,47,70041
100,SBST,2,48,70051
100,SBST,2,49,70061
100,SBST,2,50,61031
100,SBST,2,51,61041
100,SBST,2,52,62111
100,SBST,2,53,62121
100,SBST,2,54,66009
100A,SBST,1,1,66009
100A,SBST,1,2,62129
100A,SBST,1,3,62119
100A,SBST,1,4,61049
100A,SBST,1,5,61039
100A,SBST,1,6,70069
100A,SBST,1,7,70059
100A,SBST,1,8,70049
100A,SBST,1,9,70039
100A,SBST,1,10,70029
100A,SBST,1,11,70019
100A,SBST,1,12,81099
100A,SBST,1,13,81089
101,SBST,1,1,66009
101,SBST,1,2,62131
101,SBST,1,3,62141
101,SBST,1,4,63011
101,SBST,1,5,63021
101,SBST,1,6,63031
101,SBST,1,7,63041
101,SBST,1,8,63051
101,SBST,1,9,63061
101,SBST,1,10,64011
101,SBST,1,11,64541
101,SBST,1,12,64551
101,SBST,1,13,64529
101,SBST,1,14,64339
101,SBST,1,15,64341
101,SBST,1,16,64351
101,SBST,1,17,64431
101,SBST,1,18,64441
101,SBST,1,19,64461
101,SBST,1,20,66499
101,SBST,1,21,66541
101,SBST,1,22,66551
101,SBST,1,23,66561
101,SBST,1,24,66571
101,SBST,1,25,66581
101,SBST,1,26,66549
101,SBST,1,27,66491
101,SBST,1,28,64619
101,SBST,1,29,64561
101,SBST,1,30,64359
101,SBST,1,31,64349
101,SBST,1,32,64331
101,SBST,1,33,64521
101,SBST,1,34,64559
101,SBST,1,35,64549
101,SBST,1,36,64019
101,SBST,1,37,63069
101,SBST,1,38,63059
101,SBST,1,39,63049
101,SBST,1,40,63039
101,SBST,1,41,63029
101,SBST,1,42,63019
101,SBST,1,43,62149
101,SBST,1,44,62189
101,SBST,1,46,66009
102,SBST,1,1,64009
102,SBST,1,2,64041
102,SBST,1,3,64051
102,SBST,1,4,64061
102,SBST,1,5,64401
102,SBST,1,6,67739
102,SBST,1,7,67729
102,SBST,1,8,67719
102,SBST,1,9,67609
102,SBST,1,10,67619
102,SBST,1,11,67341
102,SBST,1,12,67199
102,SBST,1,13,67189
102,SBST,1,14,67409
102,SBST,1,15,67399
102,SBST,1,16,67389
102,SBST,1,17,67549
102,SBST,1,18,67559
102,SBST,1,19,67569
102,SBST,1,20,67579
102,SBST,1,21,68031
102,SBST,1,22,68051
102,SBST,1,23,68111
102,SBST,1,24,68099
102,SBST,1,25,68209
102,SBST,1,26,68239
102,SBST,1,27,68201
102,SBST,1,28,68091
102,SBST,1,29,68119
102,SBST,1,30,68059
102,SBST,1,31,68049
102,SBST,1,32,68039
102,SBST,1,33,67571
102,SBST,1,34,67561
102,SBST,1,35,67551
102,SBST,1,36,67541
102,SBST,1,37,67381
102,SBST,1,38,67391
102,SBST,1,39,67401
102,SBST,1,40,67181
102,SBST,1,41,67191
102,SBST,1,42,67349
102,SBST,1,43,67611
102,SBST,1,44,67601
102,SBST,1,45,67711
102,SBST,1,46,67721
102,SBST,1,47,67731
102,SBST,1,48,64409
102,SBST,1,49,64069
102,SBST,1,50,64059
102,SBST,1,51,64049
102,SBST,1,52,64009
103,SBST,1,1,66009
103,SBST,1,2,62131
103,SBST,1,3,62141
103,SBST,1,4,63141
103,SBST,1,5,63361
103,SBST,1,6,63181
103,SBST,1,7,63191
103,SBST,1,8,63201
103,SBST,1,9,63211
103,SBST,1,10,64101
103,SBST,1,11,64111
103,SBST,1,12,64121
103,SBST,1,13,67079
103,SBST,1,14,67069
103,SBST,1,15,67059
103,SBST,1,16,67049
103,SBST,1,17,67081
103,SBST,1,18,68011
103,SBST,1,19,68021
103,SBST,1,20,68031
103,SBST,1,21,68051
103,SBST,1,22,68111
103,SBST,1,23,68061
103,SBST,1,24,68091
103,SBST,1,25,68081
103,SBST,1,26,68101
103,SBST,1,27,68121
103,SBST,1,28,68161
103,SBST,1,29,68131
103,SBST,1,30,68141
103,SBST,1,31,68151
103,SBST,1,32,68171
103,SBST,1,33,59779
103,SBST,1,34,59789
103,SBST,1,35,59461
103,SBST,1,36,59459
103,SBST,1,37,59709
103,SBST,1,38,59349
103,SBST,1,39,58991
103,SBST,1,40,59009
103,SBST,2,1,59009
103,SBST,2,2,59069
103,SBST,2,3,59341
103,SBST,2,4,59701
103,SBST,2,5,59651
103,SBST,2,6,59451
103,SBST,2,7,59469
103,SBST,2,8,59781
103,SBST,2,9,59771
103,SBST,2,10,68179
103,SBST,2,11,68159
103,SBST,2,12,68149
103,SBST,2,13,68139
103,SBST,2,14,68169
103,SBST,2,15,68129
103,SBST,2,16,68109
103,SBST,2,17,68089
103,SBST,2,18,68099
103,SBST,2,19,68069
103,SBST,2,20,68119
103,SBST,2,21,68059
103,SBST,2,22,68049
103,SBST,2,23,68039
103,SBST,2,24,68029
103,SBST,2,25,68019
103,SBST,2,26,67089
103,SBST,2,27,67041
103,SBST,2,28,67051
103,SBST,2,29,67061
103,SBST,2,30,67071
103,SBST,2,31,64129
103,SBST,2,32,64119
103,SBST,2,33,64109
103,SBST,2,34,63219
103,SBST,2,35,63209
103,SBST,2,36,63199
103,SBST,2,37,63189
103,SBST,2,38,63179
103,SBST,2,39,63369
103,SBST,2,40,63149
103,SBST,2,41,62149
103,SBST,2,42,62189
103,SBST,2,44,66009
105,SBST,1,1,66009
105,SBST,1,2,66419
105,SBST,1,3,66409
105,SBST,1,4,66399
105,SBST,1,5,66029
105,SBST,1,6,66019
105,SBST,1,7,52069
105,SBST,1,8,52059
105,SBST,1,9,52361
105,SBST,1,10,52279
105,SBST,1,11,52239
105,SBST,1,12,52189
105,SBST,1,13,52079
105,SBST,1,14,51099
105,SBST,1,15,40249
105,SBST,1,16,40239
105,SBST,1,17,40229
105,SBST,1,18,40219
105,SBST,1,19,40209
105,SBST,1,20,40199
105,SBST,1,21,09219
105,SBST,1,22,09111
105,SBST,1,23,09121
105,SBST,1,24,09131
105,SBST,1,25,09141
105,SBST,1,26,13011
105,SBST,1,27,13021
105,SBST,1,28,11201
105,SBST,1,29,11211
105,SBST,1,30,11221
105,SBST,1,31,11089
105,SBST,1,32,11079
105,SBST,1,33,11069
105,SBST,1,34,11161
105,SBST,1,35,11171
105,SBST,1,36,11181
105,SBST,1,37,11191
105,SBST,1,38,19011
105,SBST,1,39,19021
105,SBST,1,40,19031
105,SBST,1,41,19041
105,SBST,1,42,17151
105,SBST,1,43,17161
105,SBST,1,44,17171
105,SBST,1,45,17181
105,SBST,1,46,20101
105,SBST,1,47,28011
105,SBST,1,48,28021
105,SBST,1,49,28031
105,SBST,1,50,28041
105,SBST,1,51,28659
105,SBST,1,52,28649
105,SBST,1,53,28639
105,SBST,1,54,28319
105,SBST,1,55,28449
105,SBST,1,56,28211
105,SBST,1,57,28009
105,SBST,2,1,28009
105,SBST,2,2,28441
105,SBST,2,3,28311
105,SBST,2,4,28631
105,SBST,2,5,28641
105,SBST,2,6,28651
105,SBST,2,7,28049
105,SBST,2,8,28039
105,SBST,2,9,28029
105,SBST,2,10,28019
105,SBST,2,11,20109
105,SBST,2,12,17189
105,SBST,2,13,17179
105,SBST,2,14,17169
105,SBST,2,15,17159
105,SBST,2,16,19049
105,SBST,2,17,19039
105,SBST,2,18,19029
105,SBST,2,19,19019
105,SBST,2,20,11199
105,SBST,2,21,11189
105,SBST,2,22,11179
105,SBST,2,23,11169
105,SBST,2,24,11061
105,SBST,2,25,11071
105,SBST,2,26,11081
105,SBST,2,27,11229
105,SBST,2,28,11219
105,SBST,2,29,11209
105,SBST,2,30,13029
105,SBST,2,31,13019
105,SBST,2,32,09149
105,SBST,2,33,09159
105,SBST,2,34,09169
105,SBST,2,35,09179
105,SBST,2,36,09213
105,SBST,2,37,40191
105,SBST,2,38,40201
105,SBST,2,39,40211
105,SBST,2,40,40221
105,SBST,2,41,40231
105,SBST,2,42,51091
105,SBST,2,43,51101
105,SBST,2,44,52071
105,SBST,2,45,52181
105,SBST,2,46,52231
105,SBST,2,47,52271
105,SBST,2,48,52369
105,SBST,2,49,52051
105,SBST,2,50,52061
105,SBST,2,51,66011
105,SBST,2,52,66021
105,SBST,2,53,66391
105,SBST,2,54,66401
105,SBST,2,55,66411
105,SBST,2,56,66389
105,SBST,2,57,66009
105B,SBST,1,1,28009
105B,SBST,1,2,28441
105B,SBST,1,3,28311
105B,SBST,1,4,28631
105B,SBST,1,5,28641
105B,SBST,1,6,28651
105B,SBST,1,7,28049
105B,SBST,1,8,28039
105B,SBST,1,9,28029
105B,SBST,1,10,28019
105B,SBST,1,11,20109
105B,SBST,1,12,17189
105B,SBST,1,13,17179
106,TTS,1,1,43009
106,TTS,1,2,43179
106,TTS,1,3,43189
106,TTS,1,4,43619
106,TTS,1,5,43629
106,TTS,1,6,42319
106,TTS,1,7,28109
106,TTS,1,8,28189
106,TTS,1,9,28019
106,TTS,1,10,20109
106,TTS,1,11,17189
106,TTS,1,12,17179
106,TTS,1,13,17169
106,TTS,1,14,17159
106,TTS,1,15,19049
106,TTS,1,16,19039
106,TTS,1,17,19029
106,TTS,1,18,19019
106,TTS,1,19,11199
106,TTS,1,20,11189
106,TTS,1,21,11401
106,TTS,1,22,11239
106,TTS,1,23,11229
106,TTS,1,24,11219
106,TTS,1,25,11209
106,TTS,1,26,13029
106,TTS,1,27,13019
106,TTS,1,28,09149
106,TTS,1,29,09159
106,TTS,1,30,09169
106,TTS,1,31,09179
106,TTS,1,32,09048
106,TTS,1,33,09038
106,TTS,1,34,08138
106,TTS,1,35,08057
106,TTS,1,36,08069
106,TTS,1,37,04179
106,TTS,1,38,02049
106,TTS,1,39,02151
106,TTS,1,40,02161
106,TTS,1,41,02171
106,TTS,1,42,03509
106,TTS,1,43,03519
106,TTS,1,44,03539
106,TTS,1,45,03529
106,TTS,1,46,03129
106,TTS,1,47,03218
106,TTS,2,1,03239
106,TTS,2,2,03222
106,TTS,2,3,03111
106,TTS,2,4,03071
106,TTS,2,5,03381
106,TTS,2,6,03391
106,TTS,2,7,03511
106,TTS,2,8,03501
106,TTS,2,9,02051
106,TTS,2,10,02061
106,TTS,2,11,04111
106,TTS,2,12,04121
106,TTS,2,13,08041
106,TTS,2,14,08031
106,TTS,2,15,08111
106,TTS,2,16,08121
106,TTS,2,17,09059
106,TTS,2,18,09022
106,TTS,2,19,09111
106,TTS,2,20,09121
106,TTS,2,21,09131
106,TTS,2,22,09141
106,TTS,2,23,13011
106,TTS,2,24,13021
106,TTS,2,25,11201
106,TTS,2,26,11211
106,TTS,2,27,11221
106,TTS,2,28,11231
106,TTS,2,29,11419
106,TTS,2,30,11409
106,TTS,2,31,11181
106,TTS,2,32,11191
106,TTS,2,33,19011
106,TTS,2,34,19021
106,TTS,2,35,19031
106,TTS,2,36,19041
106,TTS,2,37,17151
106,TTS,2,38,17161
106,TTS,2,39,17171
106,TTS,2,40,17181
106,TTS,2,41,20101
106,TTS,2,42,28011
106,TTS,2,43,28181
106,TTS,2,44,28101
106,TTS,2,45,42311
106,TTS,2,46,43621
106,TTS,2,47,43611
106,TTS,2,48,43181
106,TTS,2,49,43171
106,TTS,2,50,43009
106A,TTS,1,1,43009
106A,TTS,1,2,43179
106A,TTS,1,3,43189
106A,TTS,1,4,43619
106A,TTS,1,5,43629
106A,TTS,1,6,42319
106A,TTS,1,7,28109
106A,TTS,1,8,28189
106A,TTS,1,9,28019
106A,TTS,1,10,20109
106A,TTS,1,11,17189
106A,TTS,1,12,17179
107,SBST,1,1,64009
107,SBST,1,2,64391
107,SBST,1,3,63351
107,SBST,1,4,63341
107,SBST,1,5,63059
107,SBST,1,6,63049
107,SBST,1,7,63039
107,SBST,1,8,63029
107,SBST,1,9,63019
107,SBST,1,10,62149
107,SBST,1,11,62139
107,SBST,1,12,62129
107,SBST,1,13,62119
107,SBST,1,14,61049
107,SBST,1,15,61039
107,SBST,1,16,61111
107,SBST,1,17,61019
107,SBST,1,18,60269
107,SBST,1,19,60209
107,SBST,1,20,60179
107,SBST,1,21,60221
107,SBST,1,22,60039
107,SBST,1,23,60029
107,SBST,1,24,60019
107,SBST,1,25,07369
107,SBST,1,26,07379
107,SBST,1,27,01319
107,SBST,1,28,01219
107,SBST,1,29,01239
107,SBST,1,30,01529
107,SBST,1,31,01519
107,SBST,1,32,01629
107,SBST,1,33,01619
107,SBST,1,34,02029
107,SBST,1,35,03019
107,SBST,1,36,03059
107,SBST,1,37,03129
107,SBST,1,38,03218
107,SBST,1,39,03239
107,SBST,2,1,03239
107,SBST,2,2,03222
107,SBST,2,3,03111
107,SBST,2,4,03031
107,SBST,2,5,03011
107,SBST,2,6,02111
107,SBST,2,7,01611
107,SBST,2,8,01621
107,SBST,2,9,01511
107,SBST,2,10,01521
107,SBST,2,11,01231
107,SBST,2,12,01211
107,SBST,2,13,01311
107,SBST,2,14,07371
107,SBST,2,15,60011
107,SBST,2,16,60021
107,SBST,2,17,60031
107,SBST,2,18,60229
107,SBST,2,19,60159
107,SBST,2,23,60161
107,SBST,2,24,60201
107,SBST,2,25,60261
107,SBST,2,26,61119
107,SBST,2,27,61031
107,SBST,2,28,61041
107,SBST,2,29,62111
107,SBST,2,30,62121
107,SBST,2,31,62131
107,SBST,2,32,62141
107,SBST,2,33,63011
107,SBST,2,34,63021
107,SBST,2,35,63031
107,SBST,2,36,63041
107,SBST,2,37,63051
107,SBST,2,38,63349
107,SBST,2,39,63359
107,SBST,2,40,64399
107,SBST,2,41,64009
107M,SBST,1,1,64009
107M,SBST,1,2,64391
107M,SBST,1,3,63351
107M,SBST,1,4,63341
107M,SBST,1,5,63059
107M,SBST,1,6,63049
107M,SBST,1,7,63039
107M,SBST,1,8,63029
107M,SBST,1,9,63019
107M,SBST,1,10,62149
107M,SBST,1,11,62139
107M,SBST,1,12,62129
107M,SBST,1,13,62119
107M,SBST,1,14,61049
107M,SBST,1,15,61039
107M,SBST,1,16,61111
107M,SBST,1,17,61019
107M,SBST,1,18,60269
107M,SBST,1,19,60209
107M,SBST,1,20,60179
107M,SBST,1,21,60221
107M,SBST,1,22,60039
107M,SBST,1,23,60029
107M,SBST,1,24,60019
107M,SBST,1,25,07369
107M,SBST,1,26,07379
107M,SBST,1,27,01319
107M,SBST,1,28,01219
107M,SBST,1,29,01239
107M,SBST,1,30,01529
107M,SBST,1,31,01519
107M,SBST,1,32,01629
107M,SBST,1,33,01619
107M,SBST,1,34,02089
107M,SBST,1,35,02169
107M,SBST,1,36,02141
107M,SBST,1,37,01511
107M,SBST,1,38,01521
107M,SBST,1,39,01231
107M,SBST,1,40,01211
107M,SBST,1,41,01311
107M,SBST,1,42,07371
107M,SBST,1,43,60011
107M,SBST,1,44,60021
107M,SBST,1,45,60031
107M,SBST,1,46,60229
107M,SBST,1,47,60159
107M,SBST,1,51,60161
107M,SBST,1,52,60201
107M,SBST,1,53,60261
107M,SBST,1,54,61119
107M,SBST,1,55,61031
107M,SBST,1,56,61041
107M,SBST,1,57,62111
107M,SBST,1,58,62121
107M,SBST,1,59,62131
107M,SBST,1,60,62141
107M,SBST,1,61,63011
107M,SBST,1,62,63021
107M,SBST,1,63,63031
107M,SBST,1,64,63041
107M,SBST,1,65,63051
107M,SBST,1,66,63349
107M,SBST,1,67,63359
107M,SBST,1,68,64399
107M,SBST,1,69,64009
109,SBST,1,1,66009
109,SBST,1,2,66361
109,SBST,1,3,66041
109,SBST,1,4,66051
109,SBST,1,5,63361
109,SBST,1,6,63181
109,SBST,1,7,63191
109,SBST,1,8,63201
109,SBST,1,9,63211
109,SBST,1,10,64101
109,SBST,1,11,64491
109,SBST,1,12,64481
109,SBST,1,13,64471
109,SBST,1,14,64601
109,SBST,1,15,64611
109,SBST,1,16,64469
109,SBST,1,17,64629
109,SBST,1,18,67459
109,SBST,1,19,67469
109,SBST,1,20,67279
109,SBST,1,21,67449
109,SBST,1,22,67419
109,SBST,1,23,67599
109,SBST,1,24,65199
109,SBST,1,25,77339
109,SBST,1,26,77289
109,SBST,1,27,77239
109,SBST,1,28,77249
109,SBST,1,29,78049
109,SBST,1,30,77019
109,SBST,1,31,77029
109,SBST,1,32,77039
109,SBST,1,33,77049
109,SBST,1,34,77059
109,SBST,1,35,78069
109,SBST,1,36,78059
109,SBST,1,37,98111
109,SBST,1,38,98109
109,SBST,1,39,98031
109,SBST,1,40,98041
109,SBST,1,41,98231
109,SBST,1,42,98051
109,SBST,1,43,98061
109,SBST,1,44,98071
109,SBST,1,45,99011
109,SBST,1,46,99021
109,SBST,1,47,99031
109,SBST,1,48,99041
109,SBST,1,49,99139
109,SBST,1,50,99009
109,SBST,2,1,99009
109,SBST,2,2,99131
109,SBST,2,3,99049
109,SBST,2,4,99039
109,SBST,2,5,99029
109,SBST,2,6,99019
109,SBST,2,7,98079
109,SBST,2,8,98069
109,SBST,2,9,98059
109,SBST,2,10,98239
109,SBST,2,11,98049
109,SBST,2,12,98039
109,SBST,2,13,98101
109,SBST,2,14,98119
109,SBST,2,15,78051
109,SBST,2,16,78061
109,SBST,2,17,77051
109,SBST,2,18,77041
109,SBST,2,19,77031
109,SBST,2,20,77021
109,SBST,2,21,77011
109,SBST,2,22,77241
109,SBST,2,23,77231
109,SBST,2,24,77281
109,SBST,2,25,77331
109,SBST,2,26,65191
109,SBST,2,27,67591
109,SBST,2,28,67411
109,SBST,2,29,67441
109,SBST,2,30,67271
109,SBST,2,31,67461
109,SBST,2,32,67451
109,SBST,2,33,64621
109,SBST,2,34,64461
109,SBST,2,35,64619
109,SBST,2,36,64609
109,SBST,2,37,64479
109,SBST,2,38,64489
109,SBST,2,39,64499
109,SBST,2,40,64109
109,SBST,2,41,63219
109,SBST,2,42,63209
109,SBST,2,43,63199
109,SBST,2,44,63189
109,SBST,2,45,63179
109,SBST,2,46,63369
109,SBST,2,47,66059
109,SBST,2,48,66049
109,SBST,2,49,66369
109,SBST,2,50,66389
109,SBST,2,51,66009
109A,SBST,1,1,66009
109A,SBST,1,2,66361
109A,SBST,1,3,66041
109A,SBST,1,4,66051
109A,SBST,1,5,63361
109A,SBST,1,6,63181
109A,SBST,1,7,63191
109A,SBST,1,8,63201
109A,SBST,1,9,63211
109A,SBST,1,10,64101
109A,SBST,1,11,64491
109A,SBST,1,12,64481
109A,SBST,1,13,64471
109A,SBST,1,14,64601
109A,SBST,1,15,64611
10e,SBST,1,1,85049
10e,SBST,1,2,85039
10e,SBST,1,3,85029
10e,SBST,1,4,85019
10e,SBST,1,5,94079
10e,SBST,1,6,94069
10e,SBST,1,7,94059
10e,SBST,1,8,94049
10e,SBST,1,9,94089
10e,SBST,1,10,94039
10e,SBST,1,11,94029
10e,SBST,1,12,94019
10e,SBST,1,13,93099
10e,SBST,1,14,93089
10e,SBST,1,15,93079
10e,SBST,1,16,93069
10e,SBST,1,17,93059
10e,SBST,1,18,92159
10e,SBST,1,19,92149
10e,SBST,1,20,92139
10e,SBST,1,21,92129
10e,SBST,1,22,92119
10e,SBST,1,23,92109
10e,SBST,1,24,92099
10e,SBST,1,25,80159
10e,SBST,1,26,02119
10e,SBST,1,27,03019
10e,SBST,1,28,03059
10e,SBST,1,29,03129
10e,SBST,1,30,03217
10e,SBST,2,1,03222
10e,SBST,2,2,03111
10e,SBST,2,3,03071
10e,SBST,2,4,03031
10e,SBST,2,5,03011
10e,SBST,2,7,80151
10e,SBST,2,8,92091
10e,SBST,2,9,92101
10e,SBST,2,10,92111
10e,SBST,2,11,92121
10e,SBST,2,12,92131
10e,SBST,2,13,92141
10e,SBST,2,14,92151
10e,SBST,2,15,93051
10e,SBST,2,16,93061
10e,SBST,2,17,93071
10e,SBST,2,18,93081
10e,SBST,2,19,93091
10e,SBST,2,20,94011
10e,SBST,2,21,94021
10e,SBST,2,22,94031
10e,SBST,2,23,94041
10e,SBST,2,24,94051
10e,SBST,2,25,94061
10e,SBST,2,26,94071
10e,SBST,2,27,85021
10e,SBST,2,28,85031
10e,SBST,2,29,85041
11,SBST,1,1,80009
11,SBST,1,2,80051
11,SBST,1,3,80119
11,SBST,1,4,80149
11,SBST,1,5,80189
11,SBST,1,6,80179
11,SBST,1,7,80199
11,SBST,1,8,80191
11,SBST,1,9,90039
11,SBST,1,10,90029
11,SBST,1,11,90019
11,SBST,1,12,90079
11,SBST,1,13,90011
11,SBST,1,14,90021
11,SBST,1,15,90031
11,SBST,1,16,80199
11,SBST,1,17,80191
11,SBST,1,18,80171
11,SBST,1,19,80181
11,SBST,1,20,80141
11,SBST,1,21,80111
11,SBST,1,22,80049
11,SBST,1,23,80009
110,SMRT,1,1,67759
110,SMRT,1,2,67191
110,SMRT,1,3,67349
110,SMRT,1,4,67359
110,SMRT,1,5,67369
110,SMRT,1,6,67379
110,SMRT,1,7,67761
110,SMRT,1,8,67319
110,SMRT,1,9,67429
110,SMRT,1,10,67599
110,SMRT,1,11,65199
110,SMRT,1,12,95151
110,SMRT,1,13,95011
110,SMRT,1,14,95109
110,SMRT,1,15,95029
110,SMRT,1,16,95129
110,SMRT,1,17,95019
110,SMRT,1,18,95209
110,SMRT,1,19,95159
110,SMRT,1,20,65191
110,SMRT,1,21,67591
110,SMRT,1,22,67421
110,SMRT,1,23,67311
110,SMRT,1,24,67769
110,SMRT,1,25,67371
110,SMRT,1,26,67361
110,SMRT,1,27,67351
110,SMRT,1,28,67341
110,SMRT,1,29,67199
110,SMRT,1,30,67759
111,SBST,1,1,11009
111,SBST,1,2,11359
